"""%1"" coupon code is not valid.","קוד קופון ""%"" לא תקין."
"Payment transactions disallow storing objects.","העברת תשלום לא מאפשר אחסון אובייקטים"
"Payment type","סוג תשלום"
"Payment update has been made.","עדכון תשלום בוצע בהצלחה"
"Pending","בהמתנה"
"Pending Payment","תשלום בהמתנה"
"Period","תקופה"
"Place Order Using Billing Agreements","בצע הזמנה באמצעות הסכמי חיוב"
"Placed from IP","מוקם מ IP"
"Please Select Products to Add","אנא, בחר מוצרים להוספה"
"Please Select a Customer","אנא, בחר לקוח"
"Please Select a Store","אנא, בחר חנות"
"Please define PDF object before using.","אנא בחר אובייקט PDF לפני שימוש"
"Please enter positive number in this field.","אנא , הכנס ערך כמותי חיובי לשדה זה"
"Please specify a valid grid column alias name that exists in grid table.","אנא ציין שם כינוי תקין עבור עמודת grid אשר קיימת בטבלת grid"
"Price","מחיר"
"Print","הדפס"
"Print All","הדפס הכל"
"Print All Invoices","הדפסת כל החשבוניות"
"Print All Refunds","הדפס את כל ההחזרים"
"Print All Shipments","הדפס את כל המשלוחים"
"Print Credit Memos","הדפס החזרים"
"Print Invoice","הדפסת הזמנה"
"Print Invoices","הדפס חשבוניות"
"Print Order","הדפס הזמנה"
"Print Order # %1","הדפס הזמנה # %1"
"Print Packingslips","הדפס רשימות מארז"
"Print Refund","הדפס החזר"
"Print Shipment","הדפס משלוח"
"Processing","מעבד"
"Product","מוצר"
"Product Name","שם המוצר"
"Products","מוצרים"
"Products Bestsellers Report","דוח המוצרים הנמכרים ביותר"
"Products in Comparison List","מוצרים ברשימת השוואה"
"Profile #%1","פרופיל #%1"
"Profile Information","מידע פרופיל"
"Profile State","מצב פרופיל"
"Profit","רווח"
"Promotion Coupons Usage Report","דוח שימוש בקופוני קידום"
"Proper payment object must be set.","חובה לציין אובייקט תשלום תקין"
"Purchased From","נקנה מ"
"Purchased From (Store)","נרכש מ (חנות)"
"Purchased Item","פריט שנרכש"
"Purchased On","נקנה בתאריך/נקנה ב"
"Qty","כמות"
"Qty Invoiced","כמות בחשבונית"
"Qty Ordered","כמות מוזמנת"
"Qty Shipped","כמות שמשלחה"
"Qty To Add","כמות להוספה"
"Qty to Add","כמות להוספה"
"Qty to Invoice","כמות לחשבונית"
"Qty to Refund","כמות להחזר"
"Qty to Ship","כמות למשלוח"
"Quantity Ordered","כמות מוזמנת"
"Quote item id is not received.","קוד ID של פריט מזוהה לא התקבל"
"Quote item is not loaded.","פריט מזוהה לא נטען"
"Rate","שיעור"
"Recent Orders","הזמנות אחרונות"
"Recently Compared Products","מוצרים שהושוו לאחרונה"
"Recently Viewed","נצפו לאחרונה"
"Recently Viewed Products","מוצרים שנצפו לאחרונה"
"Recurring Profile # %1","פרופיל חוזר # %1"
"Recurring Profile Initial Fee","עמלה ראשונית של פרופיל חוזר"
"Recurring Profiles","פרופילים חוזרים"
"Recurring Profiles (beta)","פרופילים חוזרים (בטא)"
"Reference ID","קוד ID של מפנה"
"Reference ID:","קוד ID של מפנה:"
"Refresh","רענן"
"Refund","החזר כספי"
"Refund #","החזר #"
"Refund #%1","החזר #%1"
"Refund Amount","גובה החזר"
"Refund Offline","החזר לא מקוון"
"Refund Shipping","החזר משלוח"
"Refund Shipping (Excl. Tax)","החזר משלוח ( לא כולל מס)"
"Refund Shipping (Incl. Tax)","החזר משלוח (כולל מס)"
"Refund Totals","סה""כ החזרים"
"Refunded","הוחזר"
"Refunded amount of %1 offline.","כמות החזר לא מקוונת %1 ."
"Refunded amount of %1 online.","כמות החזר  מקוונת %1 ."
"Refunds","החזרים"
"Registered a Void notification.","נרשמה הערה שפגה תוקף"
"Registered notification about approved payment.","נרשמה הערה לגבי תשלום שאושר"
"Registered notification about captured amount of %1.","נרשמה הערה לגבי כמות שנלכדה עבור %1."
"Registered notification about denied payment.","נרשמה הערה לגבי תשלום שנדחה"
"Registered notification about refunded amount of %1.","נרשמה הערה לגבי כמות החזר של %1."
"Registered update about approved payment.","עדכון נרשם לגבי תשלום משופר."
"Registered update about denied payment.","עדכון נרשם  לגבי תשלום שנדחה"
"Regular Payment","תשלום רגיל"
"Related Orders","הזמנות קשורות"
"Remove","הסר"
"Remove Coupon Code","הסר קוד קופון"
"Remove tracking number","הסר מספר מעקב"
"Reorder","הזמן מחדש"
"Retrieve invoice info","אחזר פרטי חשבונית"
"Retrieve invoice information","אחזר פרטי חשבונית"
"Retrieve list of invoices by filters","אחזר רשימת חשבוניות לפי מסננים"
"Retrieve list of orders by filters","אחזר רשימת הזמנות לפי מסננים"
"Retrieve list of shipments by filters","אחזר רשימת משלוחים לפי מסננים"
"Retrieve order information","אחזר פרטי הזמנה"
"Retrieve orders info","אחזר פרטי הזמנות"
"Retrieve shipment info","אחזר פרטי משלוח"
"Retrieve shipment information","אחזר פרטי משלוח"
"Return to Stock","חזור למלאי"
"Returned","הוחזר"
"Revenue","פדיון"
"Row Subtotal","סיכום ביניין של שורות"
"Row Total","סה""כ שורה"
"SHIP TO:","שלח אל:"
"SKU","מק""ט"
"SOLD TO:","נמכר ל:"
"Sales","מכירות"
"Sales Discount","הנחות במכירת"
"Sales Emails","דוא""ל מכירות"
"Sales Emails Section","אזור דוא""ל מכירות"
"Sales Invoice Print View","סקירת הדפסת חשבונית מכירות"
"Sales Items","פרטי מכירות"
"Sales Order Print View","סקירת הדפסת הזמנת מכירת"
"Sales Section","איזור - מכירות"
"Sales Shipment Print View","סקירת הדפסת משלוח מכירות"
"Sales Shipping","משלוח מכירות"
"Sales Tax","מס מכירות"
"Sales Total","סה""כ מכירות"
"Same As Billing Address","זהה לכתובת חיוב התשלום"
"Save Order Address","שמור כתובת הזמנה"
"Save Status","שמור סטאטוס"
"Save Status Assignment","שמור ייחוס סטאטוס"
"Save in address book","שמור בספר הכתובות"
"Schedule","לו""ז"
"Select","בחר"
"Select from existing customer addresses:","בחר מכתובות לקוח קיימות:"
"Send Credit Memo Comment Email Copy To","שלח דוא""ל עותק הערת תזכיר אשראי ל"
"Send Credit Memo Email Copy To","שלח דוא""ל עותק תזכיר אשראי ל"
"Send Email","שלח דוא""ל"
"Send Invoice Comment Email Copy To","שלח עותק הערות חשבונית באימייל ל"
"Send Invoice Email Copy To","שלח עותק חשבונית באימייל ל"
"Send Order Comment Email Copy To","שלח עותק רות הזמנה באימייל ל"
"Send Order Email","שלח דוא""ל הזמנה"
"Send Order Email Copy Method","שלח דוא""ל עותק שיטת הזמנה"
"Send Order Email Copy To","שלח עותק הזמנה באימייל ל"
"Send Sales Emails","שלח דוא""ל מכירות"
"Send Shipment Comment Email Copy To","שלח עותק הערות שילוח באימייל ל"
"Send Shipment Email Copy To","שלח עותק שילוח באימייל ל"
"Send Tracking Information","שלח מידע מעקב הזמנה"
"Set order for existing transactions not allowed","סט הזמנות להעברות קיימות לא אפשרי"
"Ship","שלח"
"Ship To","שלח ל"
"Ship to Name","שלח אל - שם"
"Shipment","משלוח"
"Shipment #","משלוח #"
"Shipment #%1$s | %3$s (%2$s)","משלוח #%1$s | %3$s (%2$s)"
"Shipment #%1","משלוח #%1"
"Shipment Comment Email Sender","דוא""ל הערות משלוח של שולח"
"Shipment Comment Email Template","דוא""ל תבנית הערות משלוח"
"Shipment Comment Email Template for Guest","דוא""ל תבנית הערות משלוח למבקר"
"Shipment Comments","הערות שילוח"
"Shipment Email Sender","משלוח - אימייל השולח"
"Shipment Email Template","משלוח - תבנית אימייל"
"Shipment Email Template for Guest","תבנית דוא""ל משלוח למבקר"
"Shipment Update","עדכון משלוח"
"Shipment Update for Guest","עדכון משלוח למבקר"
"Shipments","משלוחים"
"Shipped","נשלח"
"Shipped By","נשלח ע""י"
"Shipping","משלוח"
"Shipping & Handling","טיפול ומשלוח"
"Shipping &amp; Handling","שילוח;טיפול"
"Shipping &amp; Handling Information","מידע על שילוח;טיפול"
"Shipping Address","כתובת למשלוח"
"Shipping Amount","כמות למשלוח"
"Shipping Information","פרטי המשלוח"
"Shipping Method","שיטת משלוח"
"Shipping Method:","שיטת משלוח:"
"Shipping Refund","שילוח - החזר"
"Shipping and Tracking Information","פרטי שילוח ומעקב"
"Shopping Cart","סל קניות"
"Signed Up From","טופס הרשמה"
"Sku","מק""ט"
"Some of the products below do not have all the required options. Please edit them and configure all the required options.","חלק מהמוצרים המפורטים לא מכילים את כלל האפשרויות הנדרשות. אנא, ערוך אותם והגדר את כל האפשרויות הנדרשות."
"Sorry, no quotes are available for this order at this time.","אנו מתנצלים. בשלב זה אין הצעות מחיר להזמנה זו."
"Source object is not specified.","לא צוין מקור אובייקט"
"Specified profile does not exist.","פרופיל שצוין לא קיים"
"State Code [State Title]","קוד מדינה [State Title]"
"State/Province","מדינה/מחוז"
"Status","מצב"
"Status Code","קוד סטאטוס"
"Status Label","תווית סטאטוס"
"Status:","סטטוס:"
"Store Credit","חנות - קרדיט"
"Store View Specific Labels","תווית תצוגת חנות מסוימת"
"Street Address","כתובת מגורים"
"Submit Comment","אשר הערה"
"Submit Credit Memo","אשר תזכיר אשראי"
"Submit Invoice","אשר חשבונית"
"Submit Invoice and Shipment","אשר חשבונית ומשלוח"
"Submit Order","אשר הזמנה"
"Submit Shipment","אשר משלוח"
"Subscribe to Newsletter","הירשם לניוזלטר"
"Subscribe to Order Status","הרשם לתזכורות סטטוס הזמנה"
"Subtotal","סך ביניים"
"Subtotal after discount.","סך ביניים אחרי הנחה"
"Subtotal:","סך ביניים:"
"Suspected Fraud","חשד להונאה"
"Suspend","השהה"
"Suspended","הושהה"
"Tax","מע""מ"
"Tax Amount","סכום מע""מ"
"Tax Percent","אחוז מס"
"Telephone","טלפון"
"The Order State ""%1"" must not be set manually.","מצב ההזמנה ""%1"" לא ניתן להגדרה באופן ידני."
"The address total model should be extended from Mage_Sales_Model_Quote_Address_Total_Abstract.","מודול כללי של כתובת צריך להיות הרחבה של Mage_Sales_Model_Quote_Address_Total_Abstract."
"The billing agreement ""%1"" has been canceled.","הסכם החיוב ""%1"" בוטל."
"The billing agreement ""%1"" has been created.","הסכם החיוב ""%1"" נוצר."
"The coupon code has been accepted.","קוד הקופון התקבל בהצלחה"
"The message has been sent.","ההודעה נשלחה בהצלחה"
"The message was sent.","ההודעה נשלחה"
"The order address has been updated.","כתובת ההזמנה עודכנה בהצלחה"
"The order email has been sent.","דוא""ל ההזמנה נשלח"
"The order has been cancelled.","ההזמנה בוטלה"
"The order has been created.","ההזמנה נוצרה בהצלחה"
"The order has been put on hold.","ההזמנה הועברה למצב המתנה"
"The order has been released from holding status.","ההזמנה הועברה ממצב המתנה"
"The order has not been cancelled.","ההזמנה לא בוטלה"
"The order status has been assigned.","סטאטוס ההזמנה יוחס "
"The order status has been saved.","סטאטוס ההזמנה נשמר "
"The order status has been unassigned.","בוטל הייחוס של סטאטוס ההזמנה"
"The order was not put on hold.","ההזמנה לא הועברה למצב המתנה"
"The order was not unheld.","The order was not unheld."
"The order was placed using %1","ההזמנה בוצעה באמצעות %1"
"The order(s) cannot be canceled","לא ניתן לבטל את ההזמנה"
"The payment has been accepted.","התשלום התקבל"
"The payment has been denied.","התשלום נדחה"
"The payment has been voided.","התשלום פג תוקף"
"The profile has been updated.","הפרופיל עודכן"
"The profile has no changes.","אין שינויים בפרופיל"
"The profile state has been updated.","סטאטוס הפרופיל עודכן"
"The requested Payment Method is not available.","שיטת התשלום שצוינה לא אפשרית"
"The transaction ""%1"" (%1) is already closed.","ההעברה ""%1"" (%1)  כבר סגורה."
"The transaction ""%1"" cannot be captured yet.","ההעברה ""%1"" עדיין לא ניתנת ללכידה."
"There are no billing agreements yet.","עדיין אין הסכמי חיוב"
"There are no printable documents related to selected orders.","אין מסמכים מקושרים להזמנה שנבחרה שניתן להדפיס"
"There is no need to approve this payment.","אין צורך לאשר תשלום זה"
"There is no need to deny this payment.","אין צורך לדחות תשלום זה"
"There is no update for the payment.","אין עדכון עבור תשלום זה"
"This message will be shown in shopping cart when subtotal after discount less than minimum amount.","הודעה זאת תוצג בעגלת הקניות כאשר סך הביניים לאחר הנחה יהיה מהמחיר המינימלי."
"This operation requires an existing transaction object.","פעולה זאת דורשת אובייקט העברה קיים."
"This order contains (%1) items and therefore cannot be edited through the admin interface at this time, if you wish to continue editing the (%1) items will be removed, the order will be canceled and a new order will be placed.","הזמנה זאת כוללת  (%1) פריטים ולכן לא ניתן לערוך אותה מממשק הניהול, אם אתה מעוניין להמשיך ולערוך את ההזמנה הפריטים  (%1)יוסרו מההזמנה , ההזמנה תבוטל ובמקומה תיווצר הזמנה חדשה."
"This order no longer exists.","הזמנה זו לא קיימת יותר."
"This product does not have any configurable options","למוצר זה אין אפשרויות התאמה"
"This product has not been configured.","מוצר זה לא הותאם."
"This profile state cannot be changed to ""%1"".","לא ניתן לשנות מצב פרופיל זה למצב ""%1""."
"This will create an offline refund. To create an online refund, open an invoice and create credit memo for it. Do you wish to proceed?","הדבר יצור החזר לא מקוון. כדי ליצור החזר מקוון, צור חשבונית עם תזכיר אשראי. האם אתה רוצה להמשיך?"
"Tier Pricing","תמחור מדורג"
"Title","כותרת"
"To","עבור/ל/עד"
"To Name","עד לשם"
"To:","עבור/ל/עד:"
"Total","סה""כ"
"Total %d product(s)","סה""כ %d מוצר(ים)"
"Total (ex)","סה""כ (ללא)"
"Total (inc)","סה""כ (כולל)"
"Total Due","סה""כ חוב"
"Total Invoiced","סה""כ חשבונית"
"Total Invoiced Paid","סה""כ חשבוניות ששולמו"
"Total Invoiced VS Paid Report","דו""ח סה""כ חשבוניות ביחס לתשלומים"
"Total Invoiced not Paid","סה""כ חשבוניות שלא שולמו"
"Total Ordered Report","דוח סה""כ הזמנות"
"Total Paid","סה""כ שולם"
"Total Qty","סה""כ כמות"
"Total Refund","סה""כ החזר כספי"
"Total Refunded","סה""כ הוחזר"
"Total Refunded Report","דו""ח סה""כ החזרים"
"Total Sales Shipping","סה""כ משלוחי מכירות"
"Total Shipped Report","דו""ח סה""כ נשלחו"
"Total Shipping","סה""כ משלוח"
"Total Shipping Charges","סה""כ חיובי משלוח"
"Total Tax","סה""כ מס"
"Track Order","איתור הזמנה"
"Track all shipment(s)","אתר משלוח/כל המשלוחים"
"Track all shipments","אתר אחרי כל המשלוחים"
"Track this shipment","אתר משלוח זה"
"Track your order","אתר את הזמנתך"
"Tracking","מעקב"
"Tracking Number","מספר איתור"
"Tracking Number(s):","מספר מעקב:"
"Transaction ""%1"" was already processed.","העברה  ""%1""  בוצעה."
"Transaction ID","קוד ID העברה"
"Transaction ID must not be empty."," קוד ID העברה חייב להכיל ערך"
"Transaction ID: ""%1"".","קוד ID העברה: ""%1""."
"Transaction Type","סוג העברה"
"Transactions","העברה"
"Trial ","ניסיון"
"Trial Payment","תשלום ניסיון"
"Trial Period","תקופת ניסיון"
"Trial period payment","תשלום עבור תקופת ניסיון"
"Unassign","בטל ייחוס"
"Unhold","בטל השהייה"
"Unhold action is not available.","לא ניתן לבטל השהיית פעולה"
"Unhold order","בטל השהיית הזמנה"
"Unknown State","מדינה לא ידועה"
"Unknown Status","סטאטוס לא ידוע"
"Unsupported transaction type ""%1"".","סוג העברה לא נתמך ""%1""."
"Update Changes","עדכן שינויים"
"Update Items and Qty\'s","עדכן פריטים וכמויות"
"Update Qty\'s","עדכן כמויות"
"Updated At","עודכן ב"
"Updated:","עודכנו:"
"Use Aggregated Data (beta)","השתמש במידע נצבר (בטא)"
"Use Order Status As Default","השתמש בסטאטוס הזמנה כברירת מחדל"
"Validate Each Address Separately in Multi-address Checkout","אמת כל כתובת בנפרד בצ'ק אאוט מרובה כתובות"
"Value","כערך"
"View","הצג"
"View All","הצג הכל"
"View Order","הצג הזמנה"
"Visible on Frontend","גלוי בממשק קדמי"
"Void","ריק"
"Void invoice","חשבונית שפגה תוקף"
"Voided authorization.","אימות שפג תוקף"
"Website","אתר"
"Whether buyer can define the date when billing for the profile begins.","האם קונה יכול להגדיר תאריך התחלת חיוב פרופיל מתחיל."
"Wishlist","Wishlist"
"Wrong billing agreement ID specified.","צוין קוד ID של הסכם חיוב שגוי"
"Wrong quote item id to update configuration."," קוד ציטוט שגוי עבור עדכון מאפיינים"
"Wrong state: ""%1"".","מצב שגוי: ""%1""."
"Yes","כן"
"You can leave a box blank if you don\'t wish to add a gift message for whole order","השאר את תיבת הטקסט ריקה אם אתה לא רוצה להוסיף הודעת ברכה לכל ההזמנה"
"You have placed no orders.","אין לך הזמנות עדיין"
"You will be redirected to the payment system website.","אתה תועבר לאתר מערכת התשלום"
"Your credit card will be charged for","כרטיס האשראי שלך יחויב בסכום של"
"ZIP/Post Code","מיקוד/ת.ד."
"Zip/Postal Code","מיקוד/ת.ד."
"the credit memo email is not sent","דוא""ל תזכיר האשראי לא נשלח"
"the credit memo email was sent","דוא""ל תזכיר האשראי נשלח"
"the invoice email is not sent","דוא""ל החשבונית לא נשלח"
"the invoice email was sent","דוא""ל החשבונית נשלח"
"the order confirmation email is not sent","דוא""ל אישור ההזמנה לא נשלח"
"the order confirmation email was sent","דוא""ל אישור ההזמנה נשלח"
"the shipment email is not sent","דוא""ל המשלוח לא נשלח"
"the shipment email was sent","דוא""ל המשלוח נשלח"
"This Item is Cancelled","הפריט הזה בוטל"
"List <br> Branches", "לורם איפסום <br> דולור"
"Free Shipping <br > Over 99 NIS", "משלוח חינם <br > מעל 99₪"
"Returns <br> with ease", "החזרות <br> בקלות"
"Do you have any questions? <br> Contact us now", "יש לכם שאלות? <br> צרו קשר כעת"
"Thanks for signing up!", "תודה שנרשמת!"
"Email:","אימייל:"
"Password:","סיסמה:"
"Password you set when creating account","סיסמה שתגדיר בעת יצירת חשבון"
"Forgot your account password? Click <a href=""%reset_url"">here</a> to reset it.","שכחת את הסיסמה? לחץ כאן <a href=""%reset_url"">כאן</a>כדי לאפס אותו."
"Welcome to %store_name.","ברוך הבא ל %store_name."
"To sign in to our site, use these credentials during checkout or on the <a href=""%customer_url"">My Account</a> page:","כדי להיכנס לאתר שלנו, השתמש באישורים אלה במהלך התשלום או ב<a href=""%customer_url">החשבון שלי</a> עמוד:- "
"You have been successfully subscribed to our newsletter.","נרשמת בהצלחה לניוזלטר שלנו."
"You have successfully subscribed to our newsletter via email address","נרשמת בהצלחה לניוזלטר שלנו באמצעות כתובת מייל."
"Hi %name", "היי  %name"
"Thanks for the invitation, stay tuned!", "תודה על ההזמנה, תתחדשו!"
"Thank you for placing your order on the ALDO Shoes Israel website. Once your package is shipped, we will update you by email with a tracking number.","אנו מודים לך על הזמנתך באתר ALDO Shoes Israel. ברגע שהחבילה שלך תישלח, נעדכן אותך במייל עם מספר למעקב."
"Tracking orders", "מעקב הזמנות"
"Your Order <span class=""no-link"">#%increment_id</span>", "פרטי הזמנה <span class=""no-link"">#%increment_id</span>"
"Billing Info","שיטת תשלום:"
"Payment Details:","פרטי תשלום:"
"delivery details:","שיטת תשלום:"
"Shipping Info:","פרטי תשלום:"
"Delivery Details","פרטי משלוח:"
"View invitation","צפייה בהזמנה"
"Order summary", "סיכום הזמנה"
"Delivery time: We do our best to deliver the order up to 7 business days. In some cases, up to 14 business days may be exceeded. <br > Self-collection at the branch: When choosing a self-collection at the branch, the selected branch will contact you as soon as the package is available for collection. In order to collect the order, you must present the order payment confirmation sent to you by email and an ID card. <br > pay attention: If after the purchase the product you selected is out of stock or in case your credit information has not been entered in the system - Your order may be canceled by us. Our customer service will contact you for clarification and updating.", "זמן אספקה:
                                                                                                                                   אנו עושים כמיטב יכולתנו לספק את ההזמנה עד 7 ימי עסקים.
                                                                                                                                   במקרים מסוימים תיתכן חריגה של עד 14 ימי עסקים.
                                                                                                                                   <br /><br />
                                                                                                                                   איסוף עצמי בסניף:
                                                                                                                                   בבחירת איסוף עצמי בסניף, הסניף הנבחר יצור איתך קשר ברגע שהחבילה זמינה לאיסוף.
                                                                                                                                   על מנת לאסוף את ההזמנה, יש להציג את אישור תשלום ההזמנה שנשלח אליך למייל ותעודה מזהה.
                                                                                                                                    <br /><br />
                                                                                                                                   שימו לב:
                                                                                                                                   במידה ולאחר הקניה המוצר שבחרת אזל מהמלאי או במקרה שפרטי האשראי שלך לא נקלטו במערכת -
                                                                                                                                   "הזמנתכם עלולה להתבטל על ידינו. שירות הלקוחות שלנו ייצור עמך קשר לבירור ולעדכון.
"Subtotal","סך ביניים"
"Shipping & Handling","טיפול ומשלוח"
"Tax","מע״מ"
"Discount","הנחה"
"Grand Total","סה״כ"
"An order is waiting for you at the branch!", "הזמנה ממתינה לך בסניף!"
"We are happy to inform you that order number <span class="no-link">#%increment_id</span> is waiting for you to pick up at the branch. Please bring your order number and ID to collect the order. waiting for you!","אנו שמחים לבשר לך שהזמנה מספר <span class="no-link">#%increment_id</span> ממתינה לך לאיסוף בסניף .נא להצטייד במספר ההזמנה ובתעודה מזהה כדי לאסוף את ההזמנה.מחכים לך!"
"An order is waiting for you at the branch!","הזמנה ממתינה לך בסניף!"
"Hi, %customer_name,","%customer_name היי"
"Thanks for your order!", "ההזמנה סופקה, תתחדשו!"
"Thank you for ordering from the ALDO SHOES ISRAEL website and hope the shopping experience was enjoyable.","אנו מודים לך על הזמנת מאתר ALDO SHOES ISRAEL ומקווים שחווית הקניה הייתה מהנה"
"We would love to see you with us again :)","נשמח לראותך אצלינו שוב :)"
"Order was shipped","הזמנה בדרך אליך!"
"For order:", "עבור הזמנה:"
